CO(GT),C6H6(GT),NOx(GT),NO2(GT),anomaly
1.0,4.8,103,63,1
1.2,5.4,127,69,1
1.0,4.3,119,65,1
0.8,2.9,83,50,1
0.6,2.5,65,43,1
0.6,2.2,-200,-200,1
-200.0,2.7,84,56,1
1.1,6.1,200,69,1
1.3,7.7,242,91,1
2.9,15.9,366,111,1
3.7,22.8,404,124,1
3.0,16.6,429,119,1
1.4,8.4,169,77,1
2.6,13.9,419,101,1
4.2,24.9,603,116,1
5.1,22.4,589,137,1
5.5,26.1,706,163,1
4.5,18.1,592,144,1
2.7,13.9,305,118,1
3.1,18.5,371,135,1
4.2,20.9,465,129,1
3.1,12.9,390,128,1
1.7,6.7,227,103,1
1.8,7.0,284,116,1
1.7,7.3,211,95,1
2.1,9.1,297,107,1
2.4,9.9,351,108,1
1.8,6.9,259,94,1
1.5,6.5,214,84,1
1.4,5.9,-200,-200,1
-200.0,5.4,173,72,1
1.0,5.4,192,76,1
1.4,7.8,237,82,1
2.4,13.6,413,94,1
3.1,15.4,455,102,1
3.0,14.4,493,106,1
2.7,14.3,482,108,1
4.0,20.3,599,152,1
3.7,18.7,481,160,1
3.4,17.3,406,133,1
3.4,16.9,419,147,1
3.2,16.4,387,135,1
3.9,19.1,461,135,1
3.7,18.7,493,129,1
4.3,22.4,532,117,1
4.9,25.3,581,116,1
4.0,17.7,494,109,1
2.8,13.8,392,96,1
2.4,10.2,311,90,1
1.9,8.6,236,82,1
2.0,7.9,270,86,1
1.5,5.7,199,72,1
1.3,6.4,146,61,1
1.0,4.6,-200,-200,1
-200.0,2.7,74,45,1
0.5,2.1,55,37,1
0.4,1.2,43,31,1
0.4,1.4,46,30,1
0.9,4.6,139,41,1
1.3,5.7,169,64,1
2.1,10.6,254,74,1
2.4,11.0,303,77,1
2.0,8.6,259,83,1
1.8,8.8,226,71,1
1.5,7.5,161,62,1
1.6,11.6,182,62,1
2.2,10.1,289,79,1
2.3,10.8,340,93,1
6.6,30.3,544,106,1
4.7,22.4,543,100,1
4.1,20.6,501,89,1
4.1,17.5,521,83,1
2.7,13.9,352,76,1
2.6,13.6,321,68,1
3.2,15.9,318,69,1
3.7,17.8,338,77,1
3.5,16.7,353,68,1
3.0,16.0,-200,-200,1
-200.0,16.9,291,52,1
2.7,15.0,279,49,1
1.8,9.6,200,45,1
1.3,7.8,180,51,1
1.5,8.7,213,51,1
1.9,9.8,266,62,1
2.2,12.4,247,74,1
2.6,13.9,326,88,1
2.7,12.5,319,90,1
2.5,10.9,320,91,1
1.5,6.5,174,64,1
2.0,9.4,216,72,1
3.1,15.3,376,88,1
3.7,16.4,496,110,1
4.0,19.8,523,95,1
4.1,15.8,465,91,1
3.1,14.5,407,94,1
3.2,14.7,412,86,1
3.2,15.3,403,79,1
2.7,13.0,357,71,1
2.3,10.5,259,62,1
1.6,7.6,227,56,1
1.1,4.8,147,49,1
0.7,3.1,-200,-200,1
-200.0,2.6,72,38,1
0.6,2.7,96,35,1
0.5,3.0,73,37,1
1.5,8.7,309,56,1
3.4,20.7,607,85,1
4.4,25.2,562,112,1
4.4,23.6,560,107,1
5.8,32.9,844,151,1
4.9,25.6,667,151,1
5.1,31.2,583,150,1
7.5,37.9,726,190,1
5.8,32.3,674,168,1
5.9,31.5,544,127,1
6.8,38.0,715,140,1
7.9,44.1,789,158,1
8.0,44.9,737,121,1
9.2,48.2,859,119,1
5.9,29.1,668,96,1
3.7,19.1,454,77,1
2.6,13.9,337,66,1
1.1,6.8,127,56,1
2.6,13.2,281,62,1
2.2,10.7,252,58,1
0.9,4.1,-200,-200,1
-200.0,2.9,65,37,1
0.5,2.7,69,35,1
0.7,4.3,151,50,1
1.3,8.0,231,64,1
2.2,15.5,297,75,1
3.7,23.8,515,101,1
3.7,21.0,499,94,1
3.4,19.3,445,95,1
3.4,19.7,464,124,1
2.6,13.2,298,86,1
2.5,13.0,266,79,1
2.5,12.9,323,87,1
2.7,15.1,352,94,1
3.2,16.3,372,107,1
3.7,20.5,383,107,1
4.6,24.4,455,117,1
3.3,18.7,355,97,1
2.4,12.7,267,90,1
2.8,15.6,308,86,1
2.7,14.2,313,77,1
1.8,9.9,216,66,1
1.1,6.3,137,57,1
1.2,5.2,140,55,1
0.8,4.2,-200,-200,1
0.6,2.9,94,40,1
0.5,2.6,79,40,1
0.7,4.7,156,46,1
0.8,5.1,153,53,1
3.5,22.2,464,84,1
3.6,23.3,435,88,1
-200.0,26.3,683,143,1
-200.0,19.7,523,130,1
-200.0,17.4,460,120,1
-200.0,20.2,417,139,1
-200.0,24.4,486,139,1
-200.0,24.5,512,156,1
-200.0,24.8,595,143,1
-200.0,45.9,1052,186,-1
8.7,47.5,1014,171,1
5.8,33.0,633,124,1
4.3,27.2,485,97,1
3.6,21.8,480,92,1
3.9,21.3,572,96,1
2.4,13.3,345,74,1
1.6,8.8,195,65,1
1.8,9.2,213,62,1
1.5,7.6,216,59,1
0.7,3.6,-200,-200,1
0.5,2.8,73,41,1
0.4,2.2,67,38,1
0.5,3.4,96,43,1
0.8,5.7,162,52,1
2.0,16.3,305,75,1
6.2,37.9,725,118,1
4.5,25.5,658,126,1
4.6,24.2,710,151,1
3.3,20.9,445,107,1
3.6,22.1,455,114,1
4.4,25.0,524,125,1
4.3,26.4,527,138,1
5.0,29.8,601,144,1
8.1,45.0,1001,180,1
8.0,42.8,852,154,1
3.6,22.4,370,105,1
2.9,15.9,348,98,1
2.7,14.3,361,93,1
1.9,10.7,255,76,1
1.3,7.6,162,69,1
1.2,6.7,166,66,1
1.8,9.0,247,76,1
1.9,9.0,255,73,1
1.5,7.0,-200,-200,1
0.9,4.3,129,54,1
0.5,2.8,83,44,1
0.6,3.7,114,45,1
1.1,6.3,233,58,1
2.8,14.5,448,87,1
2.9,16.4,455,97,1
1.7,10.9,254,80,1
2.3,14.1,313,82,1
3.3,17.1,490,112,1
3.5,19.4,496,121,1
3.8,20.9,514,132,1
3.4,17.7,454,141,1
3.8,19.8,507,130,1
3.6,19.5,474,113,1
3.5,17.0,404,101,1
2.8,14.6,356,91,1
2.5,12.0,345,90,1
3.1,13.3,395,90,1
1.8,7.9,249,83,1
1.6,7.9,197,73,1
1.9,7.5,224,80,1
2.0,8.4,231,87,1
1.4,6.9,177,79,1
1.2,4.6,-200,-200,1
-200.0,3.8,98,56,1
0.7,2.1,64,42,1
0.4,1.5,44,31,1
0.4,1.2,53,35,1
0.5,1.6,94,51,1
0.7,1.9,100,58,1
0.7,2.0,98,57,1
0.7,2.7,115,63,1
1.0,3.6,115,61,1
1.0,3.7,76,34,1
0.9,3.9,55,26,1
0.9,3.8,59,28,1
0.9,3.4,95,50,1
1.1,4.0,107,55,1
3.2,14.3,189,84,1
3.1,10.5,386,140,1
3.1,12.2,412,138,1
2.3,11.4,342,127,1
1.8,7.3,255,117,1
0.8,2.4,89,57,1
0.9,2.7,106,59,1
0.8,2.5,109,62,1
0.7,1.7,67,42,1
0.4,0.5,-200,-200,1
0.2,0.3,13,13,1
0.2,0.4,20,18,1
0.3,0.6,33,26,1
0.7,2.1,146,72,1
1.7,7.4,359,131,1
1.8,5.9,322,133,1
1.5,4.8,293,116,1
1.3,4.5,255,117,1
1.2,5.1,233,103,1
1.3,6.0,220,100,1
1.8,10.0,246,105,1
1.7,7.8,272,121,1
2.2,11.2,358,132,1
3.2,17.0,514,156,1
5.9,31.0,742,183,1
6.6,28.9,-200,-200,1
-200.0,23.1,-200,-200,1
-200.0,13.7,-200,-200,1
-200.0,8.0,-200,-200,1
-200.0,7.4,-200,-200,1
-200.0,4.9,-200,-200,1
-200.0,3.7,-200,-200,1
-200.0,2.9,-200,-200,1
-200.0,1.9,-200,-200,1
-200.0,1.4,-200,-200,1
-200.0,1.9,-200,-200,1
-200.0,3.2,-200,-200,1
-200.0,7.4,-200,-200,1
-200.0,22.4,-200,-200,1
-200.0,22.8,-200,-200,1
-200.0,18.5,-200,-200,1
-200.0,20.4,-200,-200,1
-200.0,10.6,-200,-200,1
-200.0,11.8,-200,-200,1
-200.0,14.8,-200,-200,1
2.1,13.1,-200,-200,1
1.5,7.5,-200,-200,1
1.6,8.1,-200,-200,1
3.5,16.9,-200,-200,1
4.6,19.9,-200,-200,1
4.7,16.5,-200,-200,1
3.0,9.6,-200,-200,1
1.5,5.3,-200,-200,1
0.9,3.5,-200,-200,1
0.8,2.5,-200,-200,1
0.7,2.5,-200,-200,1
0.6,2.2,-200,-200,1
0.3,0.8,-200,-200,1
0.2,0.5,32,29,1
0.2,0.5,29,26,1
0.3,0.9,48,39,1
0.5,1.6,113,72,1
1.4,5.8,267,128,1
2.0,9.5,332,149,1
1.6,6.7,354,165,1
1.3,4.4,316,150,1
1.4,6.8,395,165,1
1.9,7.8,391,175,1
2.7,10.8,457,145,1
2.1,9.8,448,98,1
2.4,11.3,543,105,1
2.7,12.3,574,106,1
2.5,12.6,435,141,1
3.7,17.0,504,177,1
4.6,21.4,586,182,1
3.9,15.3,580,193,1
2.2,9.9,346,148,1
2.7,13.4,531,167,1
2.6,11.2,477,158,1
2.1,9.4,344,132,1
1.4,6.6,219,97,1
1.2,5.5,-200,-200,1
1.1,5.4,174,74,1
1.1,5.3,165,68,1
1.1,6.1,250,89,1
1.5,8.1,388,117,1
3.1,17.3,758,190,1
6.8,32.3,1247,211,1
5.4,24.1,1110,190,1
4.5,21.0,1145,194,1
3.0,12.7,720,210,1
2.8,13.6,557,199,1
3.9,18.0,678,178,1
3.4,14.3,659,184,1
3.2,13.7,552,186,1
2.8,11.2,395,168,1
3.9,16.5,573,187,1
3.5,16.1,463,166,1
4.7,20.6,568,177,1
4.6,16.8,706,207,1
1.2,4.8,193,114,1
1.1,4.0,151,84,1
1.2,4.5,167,92,1
1.6,5.4,239,111,1
0.7,2.4,102,71,1
0.4,1.2,-200,-200,1
-200.0,1.6,55,43,1
0.6,1.7,71,50,1
0.5,1.7,79,53,1
0.6,2.3,117,67,1
1.4,5.7,266,113,1
2.0,7.9,340,140,1
1.6,6.4,257,116,1
1.6,6.9,311,122,1
1.7,6.7,279,116,1
2.0,8.7,267,118,1
2.3,9.9,310,125,1
2.4,11.4,352,126,1
2.2,9.8,337,135,1
2.6,12.9,358,140,1
4.0,16.6,547,163,1
5.2,20.8,600,178,1
3.9,18.8,470,160,1
3.8,12.6,522,166,1
1.6,5.9,208,115,1
1.5,6.1,205,107,1
1.6,5.0,217,108,1
1.5,4.9,216,111,1
1.0,2.7,117,75,1
0.8,2.7,-200,-200,1
1.3,5.0,174,88,1
1.0,3.7,111,71,1
1.0,3.8,147,75,1
0.9,3.3,140,86,1
2.1,9.7,421,124,1
2.1,10.7,350,128,1
3.1,14.7,550,164,1
3.8,17.6,589,199,1
3.7,17.5,537,192,1
3.6,14.1,473,166,1
3.3,12.1,364,133,1
2.1,9.2,270,118,1
2.3,10.6,368,133,1
2.1,9.0,318,128,1
1.9,7.5,244,116,1
1.9,8.0,234,118,1
2.3,9.1,296,142,1
1.7,4.7,205,113,1
0.8,1.8,95,59,1
0.8,2.1,93,52,1
0.8,1.8,100,57,1
0.8,1.8,100,58,1
0.6,1.0,63,44,1
0.4,0.8,-200,-200,1
0.3,0.7,36,26,1
0.3,0.4,24,20,1
0.2,0.2,20,17,1
0.2,0.2,25,21,1
0.3,0.3,39,29,1
0.3,0.4,57,39,1
0.4,0.5,59,41,1
0.4,0.6,65,44,1
0.6,1.1,93,54,1
0.6,1.2,112,62,1
0.6,1.4,110,62,1
0.5,1.1,81,48,1
0.6,1.3,100,59,1
0.7,1.8,109,63,1
1.4,4.7,148,78,1
1.2,3.0,207,99,1
1.1,3.0,210,106,1
1.0,2.8,180,97,1
0.6,1.6,109,67,1
0.8,2.3,128,73,1
0.6,1.3,96,62,1
0.5,1.1,65,44,1
0.3,0.6,42,31,1
0.2,0.4,-200,-200,1
-200.0,0.4,24,21,1
0.3,0.4,28,22,1
0.4,0.8,55,41,1
0.7,2.0,181,94,1
2.0,8.7,480,167,1
2.4,8.6,442,162,1
1.8,6.8,361,141,1
1.6,6.2,288,127,1
1.7,6.4,330,116,1
1.8,6.7,300,104,1
1.7,6.2,239,111,1
1.7,6.7,265,114,1
1.7,7.8,287,121,1
2.6,11.5,403,164,1
4.0,16.7,515,194,1
3.8,16.6,446,175,1
4.0,16.3,501,180,1
2.4,8.6,355,147,1
1.4,5.4,217,112,1
1.3,4.0,180,94,1
1.3,3.9,167,91,1
1.0,2.8,126,76,1
0.8,2.2,113,73,1
0.6,0.9,-200,-200,1
0.4,0.7,37,32,1
0.5,0.7,50,40,1
0.5,1.2,96,63,1
0.9,3.3,271,119,1
3.5,16.6,892,202,1
5.2,26.3,1071,222,1
4.3,16.4,839,212,1
3.5,15.5,713,219,1
2.6,10.7,498,189,1
2.5,11.1,389,147,1
2.8,11.7,457,161,1
2.2,10.9,425,148,1
2.4,11.4,483,148,1
3.5,16.3,604,188,1
4.2,18.5,648,206,1
3.1,14.5,427,168,1
3.2,15.8,461,171,1
2.8,13.2,436,171,1
2.2,7.8,300,142,1
1.8,6.1,277,134,1
1.7,5.0,196,107,1
1.6,5.3,277,121,1
1.1,2.9,131,85,1
0.8,1.9,-200,-200,1
0.7,1.2,97,68,1
0.8,1.6,105,69,1
0.9,2.0,138,81,1
1.2,4.0,183,92,1
3.3,15.4,664,200,1
3.8,19.0,611,201,1
3.2,14.6,600,213,1
-200.0,16.0,-200,-200,1
3.2,14.4,878,187,1
4.2,19.0,905,205,1
4.3,20.3,808,212,1
4.0,19.5,858,198,1
4.1,21.0,839,171,1
7.8,35.9,1290,272,-1
10.2,47.7,748,192,1
6.6,30.1,1148,288,-1
4.3,22.0,729,254,1
4.9,19.0,810,267,1
2.6,9.2,427,198,1
2.3,7.1,274,145,1
2.7,8.2,387,167,1
2.2,5.1,235,127,1
2.0,5.6,225,119,1
1.3,3.5,-200,-200,1
1.2,3.8,185,84,1
1.1,3.6,212,89,1
1.4,6.6,358,122,1
2.1,9.9,531,162,1
4.5,21.5,992,225,1
5.6,27.8,1132,249,1
5.6,22.9,1195,282,1
4.7,20.2,1120,278,1
4.2,19.7,870,251,1
3.6,13.8,570,208,1
3.2,15.3,384,187,1
3.1,15.9,381,182,1
3.8,17.4,541,212,1
3.9,17.6,484,174,1
4.6,20.4,549,220,1
4.9,22.6,596,214,1
5.4,25.1,620,212,1
4.3,17.2,542,191,1
3.1,11.7,381,160,1
2.5,9.2,270,130,1
2.4,7.7,284,133,1
1.9,5.6,204,110,1
1.3,3.3,93,65,1
1.2,2.3,-200,-200,1
1.1,2.1,51,41,1
0.9,1.3,45,36,1
1.0,1.6,68,45,1
1.6,5.3,198,98,1
4.8,20.5,633,194,1
5.9,22.7,548,191,1
5.6,16.7,588,193,1
3.5,13.8,612,231,1
2.8,11.8,428,202,1
3.6,15.2,463,188,1
4.8,17.9,479,184,1
5.0,14.8,469,222,1
5.6,18.3,583,221,1
7.5,24.4,760,193,1
7.2,25.0,691,187,1
8.3,29.8,832,188,1
8.6,27.9,881,185,1
4.3,6.5,390,146,1
2.6,3.6,207,120,1
2.6,4.0,204,110,1
2.7,3.6,243,121,1
2.7,4.0,264,126,1
2.6,3.5,215,117,1
2.4,2.4,-200,-200,1
-200.0,2.3,146,94,1
0.6,1.5,92,70,1
0.7,2.8,174,96,1
1.2,6.0,294,136,1
2.0,11.1,412,177,1
2.8,15.3,573,214,1
2.9,17.1,661,243,1
2.2,10.3,555,192,1
1.6,8.5,363,149,1
1.5,10.4,302,141,1
1.9,10.9,340,137,1
1.5,10.6,306,138,1
1.8,11.1,377,149,1
3.4,21.1,625,196,1
4.6,22.3,870,239,1
1.6,10.6,421,164,1
1.2,8.4,294,149,1
1.2,7.6,339,159,1
0.9,7.1,260,149,1
0.7,7.2,256,133,1
2.5,13.9,572,216,1
1.5,9.7,428,196,1
0.5,4.9,195,120,1
0.3,5.1,-200,-200,1
0.5,5.6,160,101,1
0.1,2.8,101,75,1
0.2,2.7,97,73,1
-200.0,3.6,127,84,1
0.2,4.9,227,116,1
0.5,5.6,253,132,1
0.4,6.4,234,125,1
0.8,6.8,291,148,1
1.5,10.1,402,186,1
1.9,11.2,492,193,1
1.1,8.7,351,174,1
0.3,5.0,160,106,1
0.9,8.2,292,127,1
2.1,12.7,537,172,1
2.4,10.9,607,179,1
1.6,7.4,308,150,1
1.1,6.3,277,147,1
1.3,7.7,348,163,1
0.8,7.2,267,145,1
1.0,7.0,399,186,1
0.3,5.0,163,116,1
1.0,8.2,297,145,1
0.4,5.0,212,122,1
0.1,3.5,-200,-200,1
-200.0,2.0,81,68,1
-200.0,2.3,116,80,1
0.1,4.2,201,108,1
0.4,6.8,333,149,1
2.4,16.2,733,232,1
3.1,50.7,846,215,1
3.1,63.7,801,218,1
2.7,25.4,884,239,1
2.3,20.1,784,224,1
3.0,23.5,896,235,1
3.6,25.2,953,237,1
3.1,21.8,980,239,1
3.5,22.8,1058,235,1
4.0,25.4,1080,199,1
6.3,38.3,1301,240,-1
6.9,37.6,1345,245,-1
6.5,33.9,1218,239,1
3.3,22.4,884,191,1
2.4,16.9,650,164,1
1.7,13.9,444,130,1
1.3,11.6,370,121,1
1.1,10.8,349,118,1
0.8,8.8,287,113,1
0.3,6.0,-200,-200,1
-200.0,6.1,226,94,1
1.3,6.4,238,92,1
1.4,7.7,316,98,1
2.1,10.0,508,111,1
4.5,24.0,920,139,1
5.7,27.6,980,160,1
6.6,31.5,1188,183,1
5.0,24.1,1045,185,1
5.3,26.5,999,198,1
5.4,27.1,955,201,1
7.3,33.2,1189,233,1
5.1,25.5,933,202,1
5.3,27.1,898,186,1
7.3,35.4,1201,215,1
10.2,49.5,1369,227,-1
11.9,50.6,1389,220,-1
11.5,49.4,1358,190,-1
8.3,31.7,1189,178,1
4.7,21.8,866,147,1
4.0,19.8,718,138,1
3.9,18.6,715,135,1
2.8,13.4,558,123,1
2.3,10.1,467,106,1
1.8,8.4,-200,-200,1
1.4,5.4,295,81,1
1.0,3.4,151,66,1
1.0,4.1,188,64,1
1.8,8.7,380,86,1
3.8,18.7,717,114,1
4.2,21.0,803,115,1
3.6,17.7,726,110,1
3.3,15.1,558,116,1
2.0,8.8,427,162,1
2.0,9.7,317,104,1
2.9,14.4,436,129,1
2.7,14.7,490,146,1
3.4,17.4,602,160,1
4.5,22.3,732,169,1
6.1,30.3,865,167,1
6.8,33.3,936,166,1
8.4,36.0,1074,181,1
5.3,23.9,812,144,1
4.5,19.0,773,141,1
4.1,16.8,761,123,1
4.0,17.5,781,121,1
4.0,17.4,743,114,1
3.0,11.3,533,93,1
2.1,8.7,-200,-200,1
2.2,9.4,456,89,1
2.2,9.4,486,94,1
2.0,9.1,498,93,1
2.2,10.7,585,100,1
4.0,21.3,911,127,1
4.8,22.9,845,137,1
4.6,20.1,807,190,1
2.8,11.8,603,171,1
2.1,10.6,391,127,1
2.0,11.4,279,109,1
2.5,12.8,358,126,1
2.5,13.4,403,136,1
2.8,14.2,465,156,1
4.0,21.8,707,187,1
4.5,21.4,660,173,1
3.1,15.4,402,137,1
2.6,14.5,350,122,1
2.6,11.4,355,129,1
2.0,7.8,296,110,1
1.8,7.6,266,102,1
2.5,9.5,373,114,1
2.3,9.7,417,117,1
2.1,8.1,308,98,1
1.5,5.9,-200,-200,1
-200.0,6.6,209,79,1
1.2,4.8,196,77,1
1.0,4.6,203,75,1
1.7,8.4,393,95,1
4.3,23.1,864,137,1
5.8,26.6,960,149,1
5.6,26.1,1056,197,1
4.0,16.4,856,183,1
4.0,18.9,854,179,1
4.9,22.7,854,196,1
5.6,27.2,949,208,1
5.1,24.1,932,203,1
6.2,29.1,1071,213,1
7.7,36.0,1134,233,1
10.1,45.2,1389,255,-1
6.4,30.7,866,170,1
7.7,37.7,947,167,1
8.1,31.6,1155,205,1
4.7,19.9,798,170,1
4.3,18.6,696,154,1
4.1,16.9,654,143,1
4.2,18.0,685,140,1
3.8,14.9,574,122,1
2.7,10.2,-200,-200,1
2.4,9.1,319,103,1
2.0,7.3,263,97,1
1.7,7.6,320,99,1
2.1,9.2,439,110,1
2.5,11.1,398,110,1
3.8,16.3,637,121,1
3.9,17.8,699,122,1
4.2,16.7,699,136,1
4.0,17.6,707,170,1
4.4,19.4,743,156,1
4.7,20.1,745,158,1
4.6,19.4,741,174,1
4.8,20.5,765,187,1
4.5,18.7,632,147,1
5.6,24.5,808,136,1
4.9,21.3,703,134,1
5.3,23.5,764,126,1
4.6,15.5,667,130,1
2.4,9.9,355,98,1
2.7,10.1,359,89,1
2.5,10.3,327,88,1
2.3,7.6,289,86,1
-200.0,6.1,-200,-200,1
1.3,4.2,138,70,1
1.0,3.1,86,55,1
0.9,1.6,60,45,1
0.7,1.7,62,44,1
0.8,1.5,73,50,1
1.0,2.6,157,74,1
1.1,2.8,166,81,1
0.8,1.9,98,65,1
1.4,5.2,153,76,1
2.2,6.5,307,110,1
2.7,9.4,416,124,1
2.3,8.2,346,120,1
1.9,6.9,252,99,1
2.7,8.6,326,117,1
3.2,8.6,490,132,1
3.2,10.1,452,113,1
3.5,12.6,542,117,1
4.5,16.5,605,127,1
4.1,13.0,577,132,1
3.3,12.1,491,121,1
3.1,11.4,492,122,1
3.0,10.3,412,113,1
2.3,8.0,283,99,1
2.3,8.1,280,86,1
1.7,4.9,-200,-200,1
1.5,4.2,156,66,1
1.3,4.9,166,67,1
1.4,5.7,225,78,1
2.0,9.8,325,90,1
4.2,20.6,760,120,1
5.9,29.5,948,139,1
6.3,28.3,1044,172,1
6.6,30.5,1172,232,1
5.0,23.0,1000,168,1
2.5,11.1,366,120,1
2.6,12.8,346,121,1
1.9,10.8,289,117,1
2.3,11.4,316,121,1
1.9,8.1,238,107,1
2.3,10.0,267,115,1
1.8,7.3,182,94,1
1.9,7.3,197,98,1
1.4,4.6,149,87,1
1.2,4.0,124,78,1
1.0,3.9,105,69,1
1.2,3.6,109,67,1
1.4,5.1,169,81,1
1.2,4.5,124,75,1
0.8,2.0,-200,-200,1
0.6,1.2,50,42,1
0.6,1.4,47,38,1
0.7,1.9,110,64,1
1.1,3.6,193,86,1
2.5,11.0,475,127,1
3.6,17.5,420,122,1
3.6,15.9,439,141,1
3.3,13.4,461,139,1
2.0,8.8,238,105,1
1.9,9.4,232,103,1
2.2,9.7,241,108,1
2.2,10.1,278,109,1
3.8,20.2,496,149,1
3.5,14.2,464,143,1
5.2,22.8,600,159,1
6.3,28.0,692,178,1
6.8,30.3,731,168,1
4.1,12.4,491,160,1
2.3,8.0,284,117,1
1.9,6.5,245,113,1
2.2,7.5,273,113,1
1.3,3.8,157,94,1
1.2,3.8,117,76,1
0.9,3.0,-200,-200,1
-200.0,2.8,123,68,1
0.6,2.5,100,63,1
0.9,3.3,135,74,1
1.4,7.0,301,96,1
3.4,18.1,641,121,1
5.0,24.6,849,145,1
4.7,19.7,861,158,1
3.2,13.0,629,143,1
3.5,17.1,737,182,1
4.0,19.3,712,163,1
5.7,28.4,933,178,1
5.0,22.9,836,162,1
5.6,25.7,987,171,1
6.2,26.8,985,174,1
7.5,29.2,1040,185,1
3.0,11.9,401,126,1
2.6,10.1,279,113,1
2.1,7.2,280,111,1
1.8,7.1,280,107,1
2.0,7.5,327,107,1
2.2,8.1,316,102,1
1.9,5.5,223,96,1
1.6,5.7,180,86,1
1.1,3.8,-200,-200,1
0.9,2.9,131,70,1
0.7,2.4,101,59,1
0.9,4.0,189,74,1
1.4,7.2,336,89,1
4.2,21.6,804,131,1
5.0,27.9,860,139,1
4.4,19.2,745,145,1
3.4,16.4,685,137,1
2.8,14.8,639,128,1
3.4,16.8,668,128,1
2.9,16.9,469,123,1
3.9,19.0,605,136,1
4.0,19.8,641,137,1
4.9,24.8,774,151,1
7.7,37.6,1001,171,1
9.4,43.9,1184,171,1
7.8,36.6,1020,161,1
6.6,30.8,964,154,1
4.7,22.0,741,127,1
4.8,20.9,757,115,1
3.2,13.1,564,102,1
2.6,9.3,434,100,1
2.1,9.4,308,86,1
1.3,4.7,-200,-200,1
1.1,3.8,133,80,1
0.7,2.5,103,74,1
0.9,4.0,178,82,1
1.5,7.0,289,96,1
3.8,21.1,736,124,1
6.0,29.0,928,142,1
5.1,23.0,897,154,1
3.6,13.0,596,144,1
3.0,14.9,481,144,1
3.1,15.7,495,139,1
3.3,18.1,460,138,1
3.4,15.5,445,134,1
4.6,23.8,618,150,1
6.9,32.6,858,173,1
5.1,24.0,634,134,1
4.9,23.6,575,128,1
6.1,30.7,738,132,1
6.2,20.9,739,134,1
3.0,12.7,472,107,1
3.4,14.0,542,101,1
3.5,13.7,577,94,1
3.2,12.8,568,99,1
2.9,11.0,451,90,1
2.1,8.2,-200,-200,1
-200.0,6.4,242,71,1
1.7,6.8,277,71,1
1.7,7.4,291,66,1
1.3,6.2,277,70,1
2.8,13.7,510,90,1
2.5,9.6,451,102,1
2.7,10.4,584,102,1
1.5,6.5,260,94,1
2.6,10.6,492,122,1
3.1,11.9,580,124,1
2.5,8.4,373,103,1
2.6,9.6,497,115,1
2.5,7.1,413,107,1
2.3,8.3,444,120,1
3.1,10.9,533,120,1
1.9,6.9,325,108,1
2.5,10.6,439,115,1
3.1,9.4,506,124,1
2.0,6.9,349,109,1
1.9,5.6,235,93,1
2.4,6.3,378,103,1
2.0,6.5,304,106,1
1.2,3.4,180,96,1
1.0,3.0,-200,-200,1
1.0,2.8,148,81,1
0.8,2.0,106,70,1
0.6,1.5,87,60,1
0.7,1.4,96,63,1
0.8,1.9,120,68,1
0.9,2.4,130,68,1
1.0,3.1,140,66,1
1.3,4.4,176,72,1
1.7,5.6,209,81,1
2.4,6.7,309,89,1
1.7,5.5,226,85,1
1.8,7.7,246,86,1
1.5,3.7,208,83,1
1.1,2.8,154,77,1
2.4,8.9,275,93,1
2.0,4.6,281,103,1
1.5,4.4,237,90,1
1.7,4.4,225,93,1
1.0,2.8,143,72,1
1.0,3.3,146,73,1
1.0,2.3,115,64,1
0.9,3.2,125,66,1
1.1,3.1,150,71,1
1.1,3.0,-200,-200,1
0.6,1.7,78,54,1
0.7,2.3,108,58,1
0.9,3.8,181,72,1
1.3,6.1,302,89,1
3.1,15.8,587,112,1
4.9,26.4,712,131,1
4.7,18.5,698,161,1
3.2,13.2,576,135,1
2.5,12.0,438,119,1
3.8,19.9,562,144,1
3.3,16.4,467,130,1
2.5,13.8,323,109,1
2.7,15.6,391,114,1
2.9,15.7,379,115,1
3.1,18.0,387,123,1
4.0,17.9,433,138,1
3.1,14.3,349,123,1
2.7,12.8,337,112,1
1.7,7.3,245,87,1
1.5,5.8,236,79,1
1.4,5.1,191,74,1
1.4,5.5,273,75,1
1.1,3.5,211,70,1
1.1,4.2,-200,-200,1
-200.0,2.6,146,64,1
0.6,2.3,126,63,1
0.8,2.8,146,67,1
1.0,4.3,243,71,1
2.8,12.6,450,98,1
3.4,16.8,499,114,1
3.3,17.3,574,130,1
4.1,19.8,679,155,1
3.5,21.6,572,141,1
3.0,18.0,396,118,1
3.6,16.0,455,134,1
3.0,13.7,423,123,1
2.6,14.1,356,117,1
2.6,13.9,350,110,1
3.1,14.3,359,115,1
3.2,13.3,358,116,1
2.4,11.6,289,99,1
2.6,11.3,359,115,1
2.4,11.0,355,104,1
1.8,7.7,244,92,1
1.7,7.0,194,84,1
1.9,7.0,176,81,1
1.4,4.4,170,77,1
1.5,6.1,-200,-200,1
1.7,7.9,212,75,1
1.0,3.1,146,69,1
0.9,3.2,177,67,1
1.0,4.0,172,68,1
1.0,3.2,159,68,1
1.1,4.0,184,69,1
1.7,7.6,310,81,1
2.3,9.8,363,95,1
2.1,9.5,302,92,1
2.7,11.2,424,113,1
2.3,6.9,258,98,1
1.2,4.6,179,82,1
1.4,5.5,221,96,1
1.9,6.5,303,107,1
